Name	Set	ImageFile	SetID	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Cardtext
Charging Assaulter	SKL	SKL-082	SKL-082	Resonator	Machine	{3}	3	700	700	Void	C	This card must attack if able.As you choose a card to attack, you must choose this card if able.Whenever this card is blocked, it gains [+200/0] until end of turn.
Clockwork Scout Plane	SKL	SKL-083	SKL-083	Resonator	Machine	{2}	2	500	500	Void	C	[Flying] (This card cannot be blocked by J/resonators without [Flying].)
Clockwork Soldiers	SKL	SKL-084	SKL-084	Resonator	Machine	{1}	1	300	300	Void	C	[Target Attack] (This card can attack recovered J/resonators.) {1}: This card gains [+200/0] until end of turn. At the end of turn, banish it.
Imitation Dragon	SKL	SKL-085	SKL-085	Resonator	Machine/Dragon	{4}	4	1000	1000	Void	U	[Flying] (This card cannot be blocked by J/resonators without [Flying].) When this card is dealt damage, destroy it.
Leginus, the Mechanical City	SKL	SKL-086	SKL-086	Addition:Field		{2}	2			Void	U	Machines you control gain [+200/+200]. {2}, [Rest] Target resonator loses [Flying], [First Strike], [Pierce] or [Target Attack] until end of turn. If it does, another target resonator gains that ability until end of turn.
Machina, the Machine Lord | Machina, the Mechanical Emperor	SKL	SKL-087-r,SKL-087-j	SKL-087	Ruler	Seven Kings			0 | 800	0 | 800	Void	R	[J-Activate] {4} : Search your main deck for an addition or resonator with total cost X or less with no attribute, reveal it and put it into your hand. Then shuffle your main deck. Play this ability only once per turn. | When this card enters your field, you may put up to three resonators and/or additions with no attribute from your hand into your field.Banish a resonator with no attribute: Prevent all damage that would be dealt to this card until end of turn.God's Art &lt;Invincible Soldiers&gt; {3}: Resonators with no attribute you control cannot be destroyed this turn. (Play God's Art &lt;Invincile Soldiers&gt; only once per game.)
March of the Machine Lord	SKL	SKL-088	SKL-088	Spell:Chant		{5}	5			Void	U	You may pay {1} less to play this card for each resonator with no attribute you control.Resonators with no attribute you control gain [+300/+300] and [Swiftness] until end of turn.
Power Supply Team	SKL	SKL-089	SKL-089	Resonator	Machine	{3}	3	500	500	Void	C	Banish this card: Recover target resonator.
Special Armor	SKL	SKL-090	SKL-090	Addition:Resonator		{1}	1			Void	U	If added resonator would be destroyed, destroy this card instead. If you do, remove all damage from that resonator.
Winding Mender	SKL	SKL-091	SKL-091	Resonator	Machine	{2}	2	400	400	Void	C	[Rest] Target Machine J/resonator gains [+200/+200] until end of turn.
Alice, the Girl in the Looking Glass  | Alice, the Saint of Healing	SKL	SKL-092-r,SKL-092-j	SKL-092	Ruler	Wanderer/Pawn			0 | 400	0 | 1500	Water	R	[J-Activate] {u}{1} [Rest] Search your main deck for a card named "Deep Blue, the Phantom Board", reveal it and put it into your hand. Then shuffle your main deck. | {2}: Target resonator gains [0/+1000] until end of turn.[Rest] Target resonator cannot be targeted by spells or abilities until end of turn.God's Art &lt;Healing Wind&gt; {u}{g}: J/resonators you control cannot be targeted by spells or abilities until end of turn. Draw three cards. (Play God's Art &lt;Healing Wind&gt; only once per game.)
Alice, the Girl in the Looking Glass  | Alice, the Valkyrie of Fairy Tales	SKL	SKL-093-r,SKL-093-j	SKL-093	Ruler	Wanderer/Pawn			0 | 1000	0 | 1000	Water	R	[J-Activate] {u}{1} [Rest] Search your main deck for a card named "Deep Blue, the Phantom Board", reveal it and put it into your hand. Then shuffle your main deck. | When this card enters your field, search your main deck a for Fairy Tale resonator, reveal it and put it into your hand. Then shuffle your main deck.Counters on Fairy Tales you control cannot be removed by effects.God's Art &lt;Leaping Dance&gt; {u}{r}: This card deals 500 damage to target resonator. You may pay {1}. If you do, copy this ability. You may choose new targets for the copy. (Play God's Art &lt;Leaping Dance&gt; only once per game.)
Blazer Gill Rabus | Blazer Gill Rabus J-Ruler	SKL	SKL-094-r,SKL-094-j	SKL-094	Ruler	Minion of Primogenitor			0 | 1000	0 | 1000	Void	R	[J-Activate] {0}: Play this ability only if your opponent controls a J-Ruler.Magic stones you control gain "[Rest] Produce {r}.". | When this card enters your field, target J-ruler your opponent controls loses all abilities until end of turn.When this card enters your field, destroy target J-ruler your opponent controls.Magic stones you control gain "[Rest] Produce {r}.".This card gains [+400/+400] as long as you don't control a resonator.
Artemis, the God's Bow	SKL	SKL-095	SKL-095	Regalia		0	0			Void	R	Your J-ruler gains [Target Attack].When this card enters your field, put two arrow counters on it. If your J/ruler is "Arla, the Winged Lord" or "Arla, the Hegemon of the Sky", put four arrow counters instead.[Rest] remove an arrow counter from this card: This card deals 400 damage to target attacking or blocking J/resonator.[Rest] remove two arrow counters from this card: Destroy target [Addition:Resonator] or a card in a chant-standby area.[Rest] remove four arrow counters from this card: Destroy target J/resonator with [Flying].
Deathscythe, the Life Reaper	SKL	SKL-096	SKL-096	Regalia		0	0			Void	R	Your opponent's J-ruler loses and cannot gain Imperishable and [Swiftness].[Rest] Your J-ruler gains [+200/+200] until end of turn. If it's "Rezzard, the Desecrating Vampire", it gains "Whenever a resonator that was dealt damage by this card this turn is put into a graveyard, put it into your field." until end of turn and you may pay {1} less to play its God's Art abilities this turn.Remove three cards in your graveyard from the game: Put this card from your graveyard into your hand.
Deep Blue, the Phantom Board	SKL	SKL-097	SKL-097	Regalia		0	0			Void	R	{u}: Produce {r} or {g}.{2}, [Rest] Search your main deck for a Soldier resonator with total cost 1 or less, reveal it and put it into your hand. If your J/ruler is "Alice, the Girl in the Looking Glass", "Alice, the Saint of Healing" or "Alice, the Valkyrie of Fairy Tales", you may put it into your field instead. Then shuffle your main deck.Discard another card named "Deep Blue the Phantom Board": Produce {r}, {u} or {g}.
Gleipnir, the Red Binding of Fate	SKL	SKL-098	SKL-098	Regalia		0	0			Void	R	Whenever a J-ruler deals battle damage to your opponent or a J-ruler, draw a card.[Rest] Target J/resonator your opponent controls gains "This turn, this card must block if able".If your J/ruler is "Valentina, the Princess of Love" or "Valentina, the Ruler of Paradise", recover that J/resonator.Discard another card named "Gleipnir, the Red Binding of Fate": Draw a card.
Horn of Sacred Beasts	SKL	SKL-099	SKL-099	Regalia		0	0			Void	R	[Rest] Produce {1}. Spend this will only to play Four Sacred Beasts cards.[Rest] Your J-ruler gains [+200/+200] until end of turn. If it's "Pricia, the Commander of Sacred Beasts", it gains Imperishable.Banish this card: Target player shuffles all magic stones from his or her graveyard into his or her magic stone deck, then shuffles all other cards from his or her graveyard into his or her main deck.
Marybell, the Steel Doll	SKL	SKL-100	SKL-100	Regalia		0	0			Void	R	If your J-ruler would be dealt damage, prevent 200 of it.{5}: This card becomes a [1000/1000] Machine resonator until end of turn. It's still a regalia. If your J/ruler is "Machina, the Machine Lord" or "Machina, the Mechanical Emperor", you may pay {2} less to play this ability.{1}, [Rest] banish this card: Destroy target regalia.
Pricia, Friend to the Animals | Pricia, Champion of Yggdrasil	SKL	SKL-106-r,SKL-106-j	SKL-106	Ruler	Human/Beast			0 | 1000	0 | 1000	Wind	R	[Judgment] {g}{g} [Energize] {g} This card gains "Pricia, the Beast Lady" in addition to its other names. You may pay the attribute cost of Four Sacred Beast resonators with will of any attribute. {g}{g}: Choose one - Beasts you control gain [+100/+100] until end of turn; or Four Sacred Beasts you control gain [+100/+100] until end of turn.
Alice, Girl of the Lake | Alice, Fairy Queen	TTW	TTW-001-r,TTW-001-j	TTW-001	Ruler	Wanderer			0 | 900	0 | 900	Light	R	[Judgment] {8}. You may pay {1} less to play this ability for each Fairy you control. | [Flying] When this card enters your field, recover all Fairies you control.God's Art [Reminiscence of Utopia] {w}{w}: J/resonators you control gain [+200/+200]. Search your main deck for a card names "Excalibur, the Spirit of God's Sword" and put it into your field. Then shuffle your main deck. (Play God's Art &lt;Reminiscence of Utopia&gt; only once per game.)
Alice's Little Supply Force	TTW	TTW-002	TTW-002	Resonator	Soldier	{w}	1	200	200	Light	C	{w}, banish this card: Recover target resonator.
Arthur Pendragon, King of the Round Table	TTW	TTW-003	TTW-003	Resonator	Knight of the Round Table	{w}{w}{3}	5	1200	1200	Light	SR	This card cannot be targeted by fire or darkness spells or abilities. Resonators your opponent controls must attack this card if able. [Rest] Target resonator gains [0/+800] until end of turn.
Elaine, the Fairy	TTW	TTW-004	TTW-004	Resonator	Fairy	{w}{w}	2	400	400	Light	U	[Flying] (This card cannot be blocked by J/resonators without [Flying].) [Awakening] {w}: When this card enters your field, search your main deck for a card named "Protection of the Fairies", reveal it and put it into your hand. Then shuffle your main deck. Other Fairies J/resonators you control gain [+200/0].
Fairy of the Lake	TTW	TTW-005	TTW-005	Resonator	Fairy	{w}{1}	2	500	500	Light	C	[Flying] (This card cannot be blocked by J/resonators without [Flying].)
Galahad, the Son of the God	TTW	TTW-006	TTW-006	Resonator	Knight of the Round Table	{w}{1}	2	400	400	Light	U	Whenever this card attacks, you gain 500 life.When this card is put into a graveyard from your field, rest target resonator your opponent controls.
Gawain, the Knight of the Sun	TTW	TTW-007	TTW-007	Resonator	Knight of the Round Table	{w}{w}	2	300	700	Light	R	Other Knight of the Round Table resonators you control gain [+200/+200].Whenever this card attacks or blocks, rest target resonator.
Gloria's Castle Town	TTW	TTW-008	TTW-008	Addition:Field		{w}{1}	2			Light	R	Whenever you gain life, target resonator gains [+300/+300] until end of turn.
Grand Cross	TTW	TTW-009	TTW-009	Spell:Chant		{w}{w}	2			Light	R	Remove target addition or resonator that has or shares the highest ATK from the game. As long as your J-ruler is "Alice, Fairy Queen", you may pay {w}{w} less to play its God's Art abilities this turn.
Justice of God's Sword	TTW	TTW-010	TTW-010	Spell:Chant-Standby		{w}	1			Light	C	[Trigger] When a resonator your opponent controls attacks or blocks: This card deals 500 damage to target attacking or blocking resonator. If you control a J-ruler, this card deals damage equal to its ATK instead.
Light Sprite	TTW	TTW-011	TTW-011	Resonator	Fairy	{w}	1	200	300	Light	C	[Flying] (This card cannot be blocked by J/resonators without [Flying].) [Rest] Gain 100 life for each Fairy you control.
Nimue, the Fairy	TTW	TTW-012	TTW-012	Resonator	Fairy	{w}{w}	2	400	400	Light	U	[Flying] (This card cannot be blocked by J/resonators without [Flying].) [Awakening] {w}: When this card enters your field, put target card named "Protection of the Fairies" from your graveyard into your hand. Other Fairy J/resonators you control gain [0/+200].
Perceval, the Seeker of Holy Grail	TTW	TTW-013	TTW-013	Resonator	Knight of the Round Table	{w}	1	200	200	Light	R	When this card enters your field, reveal the top five cards of your main deck. You may put a Regalia or Knight of the Round Table from among them into your hand. Put the rest on the bottom of your main deck in any order.Banish this card: Prevent all damage that would be dealt to target J-ruler or Knight of the Round Table until end of turn.
Pride of Knights	TTW	TTW-014	TTW-014	Spell:Chant-Instant		{w}	1			Light	C	Target J/resonator you control gains [+200/+200] until end of turn. You gain 200 life.
Protection of the Fairies	TTW	TTW-015	TTW-015	Addition:Resonator		{w}	1			Light	C	You may pay {w} less to play this card, if it targets a Fairy resonator. Added resonator gains [+200/+200]. Banish this card: Prevent the next damage that would be dealt to target resonator until end of turn.
The Final Word	TTW	TTW-016	TTW-016	Spell:Chant-Instant		{w}	1			Light	U	Target blocking resonator you control gains [+1000/+1000] until end of turn.
Viviane, Lady of the Lake	TTW	TTW-017	TTW-017	Resonator	Fairy	{w}{w}{1}	3	500	700	Light	SR	[Flying] (This card cannot be blocked by J/resonators without [Flying].) [Rest] Put a Fairy resonator with total cost 1 or less from your hand into your field. Whenever a Fairy resonator enters your field, Fairy J/resonators you control gain [+200/+200] until end of turn.
Young Knight of Gloria	TTW	TTW-018	TTW-018	Resonator	Knight	{w}	1	300	300	Light	C	[Target Attack] (This card can attack recovered J/resonators.)
Barrier of Flame	TTW	TTW-019	TTW-019	Addition:Field		{r}{1}	2			Fire	R	If a normal spell you control would deal damage, it deals that much +200 instead.
Beat of the Phoenix Wings	TTW	TTW-020	TTW-020	Spell:Chant		{r}{1}	2			Fire	R	This card deals 500 damage to each resonator without [Flying]. If your J/ruler is "Sylvia Gill Palarilias", it deals 500 damage to each resonator instead.
Burn to Cinders	TTW	TTW-021	TTW-021	Spell:Chant-Instant		{r}{r}	2			Fire	C	This card deals 700 damage to target J/resonator. If it's a J-ruler, it loses Imperishable until end of turn. If it's a resonator and it would be put into a graveyard from a field this turn, remove it from game instead.
Caldera-Born Dragon	TTW	TTW-022	TTW-022	Resonator	Dragon	{r}{r}{2}	4	800	800	Fire	U	[Flying] (This card cannot be blocked by J/resonators withouth [Flying].) [Swiftness] (This card can attack and you can play its Rest abilities the same turn it enters a field.)
Flame Dragon Commandant	TTW	TTW-023	TTW-023	Resonator	Human	{r}{r}	2	500	500	Fire	U	Dragon resonators you control gain [+200/+200]. As long as you control a Dragon, this card gains [Flying].
Flame Sprite	TTW	TTW-024	TTW-024	Resonator	Fairy	{r}	1	200	300	Fire	C	[Flying] (This card cannot be blocked by J/resonators without [Flying].) [Swiftness] (This card can attack and you can play its Rest abilities the same turn it enters a field.) [Rest] This card deals 100 damage to target resonator for each Fairy you control.
Flamewing Wyvern	TTW	TTW-025	TTW-025	Resonator	Dragon	{r}{2}	3	600	600	Fire	C	[Flying] (This card cannot be blocked by J/resonators without [Flying].) {r}: This card gains [+200/0] until end of turn.
Flash of Demon Sword	TTW	TTW-026	TTW-026	Spell:Chant-Standby		{r}{1}	2			Fire	C	[Trigger] When a J/resonator you control attacks: Target resonator cannot block until end of turn. If you control a J-ruler, this card deals damage equal to its ATK to that resonator.
Guinevere, the Jealous Queen	TTW	TTW-027	TTW-027	Resonator	Queen	{r}	1	200	400	Fire	R	[Rest] banish a resonator: Draw two cards, then discard a card. {r}, [Rest] Target resonator you control gains [+400/+400] until end of turn. When it deals or is dealt damage this turn, banish it.
Hector de Maris, the Acolyte of Mad Demon	TTW	TTW-028	TTW-028	Resonator	Knight of the Round Table	{r}{1}	2	400	400	Fire	U	You may pay {r} less to play this card if you control "Lancelot, the Knight of Mad Demon."When this card enters your field, target resonator gains [+400/+0] until end of turn.
Lancelot, the Knight of Mad Demon	TTW	TTW-029	TTW-029	Resonator	Knight of the Round Table	{r}{r}	2	600	600	Fire	R	[Swiftness] (This card can attack and play it Rest abilities the same turn it enters a field.)As you choose a card to attack, you must choose this card if able.Whenever this card attacks, if this card's ATK is 1000 or more, this card deals 700 damage to target resonator.{r} This card gains [+100/+0] until end of turn.
Magic Matchstick	TTW	TTW-030	TTW-030	Addition:Resonator		{r}	1			Fire	C	Added Resonator gains [Swiftness] and [First Strike]. Banish this card: This card deals 200 damage to target J/resonator.
Phoenix, the Flame of the World	TTW	TTW-031	TTW-031	Resonator	Twelve Apostles/Phoenix	{r}{r}{r}{1}	4	900	900	Fire	SR	[Flying] (This card cannot be blocked by J/resonators without [Flying].)When this card enters your field, it deals 300 damage to each resonator your opponent controls.When this card is put into a graveyard from your field, you may pay {r}{r}. If you do, put this card into its owner's field.
Sylvia Gill Palarilias | Sylvia Gill Palarilias J-Ruler	TTW	TTW-032-r,TTW-032-j	TTW-032	Ruler	Minion of Primogenitor			0 | 1000	0 | 1000	Fire	R	[Judgment] {r}{g}{2}. Fire magic stones you control gain "[Rest] Produce {g}". | [Flying] [Swiftness] When this card enters your field, it deals 1000 damage to target J/resonator.Whenever a J/resonator that was dealt damage by this card this turn is destroyed, you may recover up to three target magic stones you control.
Sylvia's Clanmate	TTW	TTW-033	TTW-033	Resonator	Dragon	{r}{1}	2	400	400	Fire	C	[Flying] (This card cannot be blocked by J/resonators without [Flying].) Banish this card: You pay {1} less to play [Judgment] abilities of your ruler this turn. {r}: This card gains [+100/0] until end of turn.
Sylvia's Roar	TTW	TTW-034	TTW-034	Spell:Chant-Instant		{r}{1}	2			Fire	U	Choose one. If your J/ruler is "Sylvia Gill Palarilias" choose up to two instead - Resonators you control gain [+300/0] until end of turn; or Dragon J/resonators you control gain "Whenever this card attacks, it deals damage equal to its ATK to target resonator." until end of turn.
The Little Match Girl	TTW	TTW-035	TTW-035	Resonator	Fairy Tale	{r}{1}	2	600	600	Fire	SR	[Awakening] : When this card enters your field, search your main deck for up to X cards named "Magic Matchstick", reveal them and put them into your hand. Then shuffle your main deck.[Awakening] : When this card enters your field, put X target cards named "Magic Matchstick" from your graveyard into your hand.Discard a card named "Magic Matchstick": This card deals 400 damage to target J/resonator.
Whelp Drake	TTW	TTW-036	TTW-036	Resonator	Dragon	{r}{1}	2	400	400	Fire	C	[Flying] (This card cannot be blocked by J/resonators without [Flying].) When this card is put into a graveyard from your field, it deals 400 damage to target resonator.
Adombrali, the Unfathomable	TTW	TTW-037	TTW-037	Resonator	Twelve Apostles/Cthulhu	{u}{u}{1}	3	600	800	Water	SR	[Incarnation] {w} or {r} or {u} or {g} or {b}, {w} or {r} or {u} or {g} or {b} (You may banish any combination of two light, fire, water, wind or darkness resonators rather than pay this card's cost.)When this card enters your field, if it was played by its [Incarnation], for each different attribute among all banished resonators do the following: {w}: Gain 400 life. {r}: This card deals 400 damage to up to one target resonator. {u}: Draw a card. {g}: Produce {w}, {r}, {u}, {g}, or {b}. {b}: Your opponent loses 400 life.
All Consuming Suspicion	TTW	TTW-038	TTW-038	Addition:Resonator		{u}	1			Water	C	Added resonator cannot attack resonators. Banish this card: Draw a card.
Hera, Goddess of Jealousy	TTW	TTW-039	TTW-039	Resonator	Goddess	{u}{1}	2	500	500	Water	R	When this card enters your field, you may destroy target regalia with total cost 0. If you do, draw a card.
Insomniac Dormouse	TTW	TTW-040	TTW-040	Resonator	Fairy Tale	{u}{1}	2	400	600	Water	C	{u}: Put a tea party counter on each "Insomniac Dormouse", "Sane Hatter" and "September Hare".[Rest] Rest target resonator with total cost less than or equal to the number of tea party counters on this card. It doesn't recover during its controller's next recovery phase. Then remove all tea party counters on this card.
Invasion Ship, Golden Hind	TTW	TTW-041	TTW-041	Addition:Field		{u}	1			Water	R	You may choose not to recover this card during the recovery phase. [Rest] {u}{1}: Rest target resonator. It doesn't recover during the recovery phase as long as this card is rested.
Laying the Foundation	TTW	TTW-042	TTW-042	Spell:Chant-Instant		{u}{1}	2			Water	C	Draw three cards. Then put two cards from your hand on top of your main deck in any order.
Leviathan, the First of the Sea	TTW	TTW-043	TTW-043	Resonator	Twelve Apostles/Beast	{u}{u}{u}{3}	6	1500	1500	Water	SR	When this card enters your field, discard your hand. Then return all resonators your opponent controls with total cost less than or equal to the number of cards discarded this way to their owner's hands.Banish a water magic stone: This card gains [+200/+200] until end of turn.Banish two water magic stones: This card cannot be targeted by spells or abilities your opponent controls until end of turn.Banish three water magic stones: Rest all resonators your opponent controls.
Maritime Lookout	TTW	TTW-044	TTW-044	Resonator	Soldier	{u}{1}	2	500	500	Water	C	When this card enters your field, return target fire resonator to its owner's hand.
Valentina, Plotting Lord of the Seas | Overlord of the Seven Lands, Valentina	TTW	TTW-045-r,TTW-045-j	TTW-045	Ruler	Overlord			0 | 700	0 | 700	Water	R	[Judgment] {u}{2}. {u}{1}: Search your main deck for a regalia, reveal it and put it into your hand. Then shuffle your main deck. | When this card enters your field, you may reveal any number of Seven Kings J-Rulers with different names you own from outside the game and keep them revealed until end of game. This card gains [+100/+100] for each card revealed this way and it gains all of those cards names and God's Art abilities.
Sane Hatter	TTW	TTW-046	TTW-046	Resonator	Fairy Tale	{u}{2}	3	600	700	Water	U	{u}: Put a tea party counter on each "Insomniac Dormouse", "Sane Hatter" and "September Hare" you control.[Rest] Return target resonator with total cost less than or equal to the number of tea party counters on this card to it's owners hand. Then remove all tea party counters from this card.
Send Back	TTW	TTW-047	TTW-047	Spell:Chant		{u}	1			Water	C	Return target addition, resonator, or regalia to its owner's hand.
September Hare	TTW	TTW-048	TTW-048	Resonator	Fairy Tale	{u}	1	100	500	Water	U	{u}: Put a tea party counter on each "Insomniac Dormouse", "Sane Hatter" and "September Hare".[Rest] If there are two or more tea party counters on this card, draw a card. If you do, remove all tea party counters from this card.
Suseri-hime, Goddess of Passion	TTW	TTW-049	TTW-049	Resonator	Goddess	{u}{2}	3	200	900	Water	R	{u}: Switch the ATK and DEF of this card until end of turn. {u}: This card gains [0/+100] until end of turn.
The Overlord's Baptism	TTW	TTW-050	TTW-050	Spell:Chant		{u}{u}{2}	4			Water	R	Choose a race. Return all resonators of the chosen race to their owner's hand. As long as your J-ruler is "Overlord of the Seven Lands, Valentina", you may pay {2} to play its next God's Art ability rather than pay its cost this turn.
The Overlord's Invasion Party	TTW	TTW-051	TTW-051	Resonator	Soldier	{u}{u}	2	300	300	Water	U	This card gains [+100/+100] for each water magic stone you control.
Valentina's Zealot	TTW	TTW-052	TTW-052	Resonator	Soldier	{u}	1	100	500	Water	C	Banish this card: You J-ruler cannot be targeted by spells or abilities until end of turn.
Wall of Ideas	TTW	TTW-053	TTW-053	Spell:Chant-Instant		{u}	1			Water	U	Target resonator gains [-800/0] or [0/+800] until end turn.
Water Sprite	TTW	TTW-054	TTW-054	Resonator	Fairy	{u}	1	200	300	Water	C	[Flying] (This card cannot be blocked by J/resonators without [Flying].) When this card enters your field, reveal the top card of your main deck. If it's a Fairy resonator, put it into your hand.
Beastly Attack	TTW	TTW-055	TTW-055	Spell:Chant-Instant		{g}{g}{1}	3			Wind	C	Target attacking resonator gains [+600/+600] and "Whenever this card deals damage to a resonator, it deals that much damage to your opponent." until end of turn.
Drop of Yggdrasil	TTW	TTW-056	TTW-056	Addition:Resonator		{g}	1			Wind	C	Added resonator cannot be targeted by spells of abilities your opponent controls.Banish this card: Target resonator gains [+200/+200] until end of turn.
Familiar of Refrain	TTW	TTW-057	TTW-057	Resonator	Beast	{g}{1}	2	500	500	Wind	C	If magic counters would be put on your J/ruler, put that many plus one instead.
Final Forfeit	TTW	TTW-058	TTW-058	Spell:Chant-Instant		{g}	1			Wind	U	Target J/resonator loses all abilities and cannot gain abilities until end of turn.
Fruit of Yggdrasil	TTW	TTW-059	TTW-059	Resonator	Fruit	{g}{1}	2	0	800	Wind	C	When this card enters your field, draw a card.
Holy Ground of the Four Sacred Beasts	TTW	TTW-060	TTW-060	Addition:Field		{g}	1			Wind	R	When this card enters your field, choose one - Put target Four Sacred Beasts resonator from your graveyard into your hand; or draw a card.You may pay {1} less to play [Evolution] abilities of resonators you control.
Hraesvelgr, Drinker of Death	TTW	TTW-061	TTW-061	Resonator	Beast	{g}{1}	2	500	500	Wind	R	[Evolution] {1} Discard a Beast. (If there are no evolution counters on this card, put an evolution counter on it.)As long as there are one or more evolution counters on this card, it gains [+300/+300].Whenever an evolution counter is put on this card, target player shuffles all magic stones from their graveyard into their magic stone deck and shuffles all other cards from their graveyard into their main deck.
Pricia, Beast Queen in Hiding	TTW	TTW-062	TTW-062	Resonator	Human/Beast	{g}{g}{1}	3	700	700	Wind	SR	When this card enters your field, you may put an evolution counter on target resonator with no evolution counters on it.If a spell or ability would increase this card's ATK or DEF, it increases by double that much instead.{g}: Choose any number of attributes. This card becomes those attributes until end of turn.
Reflect, Child of Potential | Refrain, Child of Convergence	TTW	TTW-063-r,TTW-063-j	TTW-063	Ruler	Little Boy			0 | 0	0 | 0	Wind	R	[Judgment] {0}. {0}: Choose one. Play this ability only during your turn and only once per turn - Target resonator gains [+200/+200] until end of turn. Put a magic counter on this card. or draw a card, put a card from your hand on the bottom of your main deck. Put a magic counter on this card; or recover target resonator at the end of turn. Put a magic counter on this card. | {0}: Put this card into your ruler area, as a ruler. Play this ability only during your opponent's turn. [Rest] remove two magic counters from this card: Return target resonator to its owner's hand. [Rest] remove X magic counters from this card: Cancel target normal spell your opponent controls with total cost X. [Rest] remove four magic counters from this card: Search your main deck for a card and put put it into your hand. Then shuffle your main deck.
Rewriting Laws	TTW	TTW-064	TTW-064	Spell:Chant		{g}{1}	2			Wind	C	Magic stones you control gain "[Rest] Produce {w}, {r}, {u}, {g}, or {b}" until end of turn. Recover up to two magic stones you control. Draw a card.
Servant of Reflect	TTW	TTW-065	TTW-065	Resonator	Elf	{g}	1	200	200	Wind	C	This card gains [+100/+100] for each two magic counters on your J/ruler. Remove a magic counter from your J/ruler: Return this card to its owner's hand.
Spell-Weaver Elf	TTW	TTW-066	TTW-066	Resonator	Elf	{g}{2}	3	600	600	Wind	U	When this card enters your field, put three magic counters on your J/ruler.
Spirit of Yggdrasil	TTW	TTW-067	TTW-067	Resonator	Spirit	{g}{g}{1}	3	600	600	Wind	U	Whenever an addition is added to this card, draw a card.
The Beast Queen's Counterattack	TTW	TTW-068	TTW-068	Spell:Chant		{g}{g}	2			Wind	R	Target J/resonator you control gains [+400/+400] until end of turn. Then that card and target J/resonator your opponent controls deal damage equal to their ATK to each other.
The Beast Queen's Guardian	TTW	TTW-069	TTW-069	Resonator	Beast	{g}	1	300	300	Wind	U	[Evolution] {g}{1}. (If there are no evolution counters on this card, put an evolution counter on it.)As long as there are one or more evolution counters on this card, it gains [+300/+300].
Vedfolnir, Eraser of Wind	TTW	TTW-070	TTW-070	Resonator	Beast	{g}{2}	3	700	700	Wind	R	[Evolution] {1} Discard a Beast. (If there are no evolution counters on this card, put an evolution counter on it.)As long as there are one or more evolution counters on this card, it gains [+300/+300] and [Target Attack].Whenever an evolution counter is put on this card, search your main deck for a card named "Drop of Yggdrasil", reveal it and put it into your hand. Then shuffle your main deck.
Wind Sprite	TTW	TTW-071	TTW-071	Resonator	Fairy	{g}	1	200	200	Wind	C	[Rest] Produce {w}.
Ziz, the Bird that Envelopes the Sky	TTW	TTW-072	TTW-072	Resonator	Twelve Apostles/Beast	{g}{g}	2	500	500	Wind	SR	[Evolution] {g}{g}{2}. (If there are no evolution counters on thi card, put an evolution counter on it.)As long as there are one or more evolution counters on this card, it gains [+300/+300] and [Flying].Whenever an evolution counter is put on this card, you may put an evolution counter on taret resonator with no evolution counters on it.
Barrier of Shadows	TTW	TTW-073	TTW-073	Addition:Field		{b}	1			Dark	R	Your opponent pays {1} more to play [Judgment] or God's Art abilities.Your opponent pays {1} more to play regalia's activate abilities.
Black Ribbon	TTW	TTW-074	TTW-074	Addition:Resonator		{b}	1			Dark	C	Added Resonator gains [-200/-200]. Banish this card: Target resonator gains [-400/-400] until end of turn.
Girl in Twilight Garb | Dark Alice, Maiden of Slaughter	TTW	TTW-076-r,TTW-076-j	TTW-075	Ruler	Wanderer			0 | 900	0 | 900	Dark	R	[Judgment] {0}. Play this ability only if you have removed three or more cards from the game with this card's ability. {b}: Remove target card in your opponent's graveyard from the game. | [Target Attack] When this card enters your field, choose a number. Destroy all resonators with total cost equal to the chosen number.God's Art [Walpurgis Night] {b}{b}: J/resonators your opponent controls gain [-200/-200]. Search your main deck for a card named "Schrödinger, the Fallen Black Cat" and put it into your field. Then shffle your main deck. (Play God's Art [Walpurgis Night] only once per game.)
Dance of the Shadows	TTW	TTW-075	TTW-076	Spell:Chant-Instant		{b}{3}	4			Dark	U	[Remnant] (You may play this card from your graveyard. If you do, remove it from the game instead of putting it anywhere else any time it would leave the chase.)Put target resonator from your graveyard into your field. Remove it from the game at end of turn.
Dark Alice's Familiar	TTW	TTW-077	TTW-077	Resonator	Shadow/Bat	{b}	1	300	200	Dark	C	When this card enters your field, reveal the top card of your main deck. If it's a Shadow resonator, put it into your hand.
Dark Alice's Shadow Warrior	TTW	TTW-078	TTW-078	Resonator	Shadow/Soldier	{b}	1	300	300	Dark	C	Banish this card: Target resonator gains [-200/-200] until end of turn.
Dark Arla, the Shadow Wing	TTW	TTW-079	TTW-079	Resonator	Shadow/Seven Kings	{b}{2}	3	700	500	Dark	U	[Flying] (This card cannot be blocked by J/resonators without [Flying].) {b}{1}: This card deals 600 damage to target resonator with [Flying].
Dark Faria, Shadow Princess of Ebony	TTW	TTW-080	TTW-080	Resonator	Shadow/Seven Kings	{b}{b}	2	500	500	Dark	SR	[Awakening] {b}{b}: When this card enters your field, destroy target resonator. Other Shadow resonators you control gain [+200/+200]. Whenever this card deals damage, you gain that much life.
